ID,TITLE,DESCRIPTION,DURATION,STATUS,DATE PUBLISHED,KEYWORDS,VIDIQ SCORE,VIEWS,YT LIKES,YT COMMENTS,DESC LINK COUNT,DESC WORD COUNT,CREATOR SUGGESTED,ENGAGEMENT RATE
zdDZK9k5Hbk,The Churches Rejecting Human Rights (and Why It Matters),"Debunking the myth that Christianity invented human rights. Evidence shows major churches only accepted these concepts in the 1900s, while thousands faced execution throughout history. America's founders had no consensus on Christianity in government.  Get the receipts, not the rhetoric. Subscribe for more myth-busting history.",66,Public,11/10/2025,"christianity history, religious hypocrisy, witch trials, slavery history, european history, religious persecution, christian theologians, historical evidence, medieval history, religious authority, social history, gender history, women persecution, religious documents, church history, historical facts, debunking myths, primary sources, europe witch hunts, religious control",28.7038682262464,759,3,3,0,45,0,0
GsRJplmQ5TE,1452 Papal Bull That Gave Portugal Slavery Rights,"In 1452, Pope Nicholas V changed global history forever. The papal bull Dum Diversas granted Portugal the right to invade and enslave non-Christians - a document that shaped centuries of colonial expansion. This single decree from Rome provided religious justification for the transatlantic slave trade that would follow. Get the facts behind today's headlines with evidence-based historical analysis. Subscribe for weekly myth-busting Shorts that expose the real stories behind contested territories and colonial history.  #HistoryVsHype #PapalBull #DumDiversas #1452 #Portugal #Slavery #ColonialHistory #HistoricalFacts #MythBusting",49,Public,11/9/2025,"christianity history, religious hypocrisy, witch trials, slavery history, european history, religious persecution, christian theologians, historical evidence, medieval history, religious authority, social history, gender history, women persecution, religious documents, church history, historical facts, debunking myths, primary sources, europe witch hunts, religious control",24.016873647581637,257,2,2,0,83,-,1
kqx3A9FbbK8,Christian Leaders Defended Slavery AND Witch Hunts,The religious figures who preached salvation also justified slavery and persecution. Historical documents reveal the shocking truth about Christian authorities and their treatment of 'outsiders' across Europe.  #historyvshype   #ReligiousHistory #WitchHunts,79,Public,11/8/2025,"christianity history, religious hypocrisy, witch trials, slavery history, european history, religious persecution, christian theologians, historical evidence, medieval history, religious authority, social history, gender history, women persecution, religious documents, church history, historical facts, debunking myths, primary sources, europe witch hunts, religious control",27.149545648351687,530,9,5,0,30,-,2
md_n15417F0,JD Vance's Baby Sacrifice Claims vs. Historical Facts,"Evidence-based fact-check of JD Vance's claims about what Christian settlers found among Native civilizations. Using original sources, treaties, and historical maps to examine Powhatan & Wampanoag societies.   #JDVance #FactCheck #NativeAmerican #PrimarySources #NewWorld #Powhatan #Wampanoag #Christianity #History #EvidenceBased #Shorts""",39,Public,11/8/2025,"jd vance, fact check, native american, powhatan, wampanoag, baby sacrifice, new world, primary sources, historical evidence, christian settlers, england colonies, virginia, massachusetts, treaties, original documents, mythology debunked",27.621042960532595,591,11,8,0,38,-,2
FvqALriDCv4,Did Christianity Really Invent Human Rights?,"In 1832, Pope Gregory XVI condemned religious freedom as an ""absurd and erroneous proposition"" in Mirari Vos - 133 years before the Catholic Church reversed this position. I fact-checked VP JD Vance's October 30, 2025 Ole Miss speech claims about Christianity inventing human rights, the Founders wanting Christianity in government, and Christian civilization being the most moral in history.  I went to Vatican archives (papalencyclicals.net) and founding documents (founders.archives.gov) to verify each claim with primary sources.  TIMESTAMPS: 0:00 Introduction: Three Claims to Fact-Check 0:26 Did Christianity Invent Human Rights? 3:27 Did Founders Want Christianity in Government? 6:09 Is Christian Civilization the Most Moral? 10:06 Conclusion: Why Historical Accuracy Matters  KEY FINDINGS: • Catholic Church condemned religious freedom as ""error"" in 1864 • Only reversed position in 1965 (101 years later) • Founders deeply divided: Madison opposed, Adams signed Treaty saying US ""not founded on Christian religion"" • Papal bulls authorized ""perpetual slavery"" in 1452 • 40,000-60,000 executed for witchcraft with church-approved manuals • Major denominations split in 1840s to defend slavery  PRIMARY SOURCES SHOWN: • Mirari Vos (1832) - Pope Gregory XVI, Section 14 • Syllabus of Errors (1864) - Pope Pius IX • Dignitatis Humanae (1965) - Vatican II Declaration • Madison's Memorial and Remonstrance (1785) • Treaty of Tripoli, Article 11 (1797) • Dum Diversas (1452) - Papal bull authorizing slavery • Romanus Pontifex (1455) • Inter Caetera (1493)   This is Part 2 of my JD Vance fact-check series. Part 1 covered colonial history myths: https://youtu.be/LO_fUeX9IEQ?si=mtvbWWUFCnkxg-Su  Subscribe for more evidence-based fact-checking using primary sources. I have 6 more political myth-busters in production.  #JDVance #FactCheck #Christianity #History #PrimarySources #ReligiousFreedom #AmericanHistory #FoundingFathers #VaticanArchives #TreatyOfTripoli",685,Public,11/7/2025,"JD Vance, fact check, Christianity, human rights, founding fathers, Treaty of Tripoli, papal bulls, slavery, Vatican archives, James Madison, Catholic Church, historical myths, American history, religious history, colonial history, Christian nationalism, church and state, separation of church and state, primary sources, evidence-based, historical accuracy, political fact-checking, Vice President, religious liberty, Pope Gregory XVI, primary documents, American politics",14.264662506490405,27,1,0,1,274,-,2
VvfrzbMjYGI,Why Foreign Aid Cuts Use Medieval Myths as Proof,"Politicians cite centuries-old hierarchical logic to justify 2025 foreign aid cuts. This video shows the primary documents proving how Ordo Amoris—a medieval concept of ""right order""—still shapes modern budget decisions.",45,Public,11/7/2025,"foreign aid cuts, political myths, medieval history, Ordo Amoris, historical debunking, foreign policy 2025, charity begins at home, colonial myths, budget cuts explained, hierarchical logic, modern politics, evidence based history, myth busting, territorial disputes, geopolitics explained, primary sources, documentary shorts, educational content, political philosophy, aid budget debate",26.675351109654933,475,2,1,0,30,-,0
GK1AKXvm_Yw,DNA Destroys Roman Brothel Baby Burial Theory,"JD Vance recently referenced the debunked ""brothel babies"" theory about infant burials at Roman sites. Here's what the science actually shows.  For decades, archaeologists assumed infant skeletons found at suspected Roman brothel sites were unwanted babies of sex workers. DNA analysis has completely dismantled this myth. Modern forensic studies reveal these burial patterns had nothing to do with brothels, the original claims were based on Victorian-era assumptions, not evidence.  This is how outdated archaeological theories become political talking points. The science moved on. The myths didn't.  #RomanHistory #Archaeology #FactCheck #HistoricalMyths #DNAAnalysis #AncientRome #ScienceVsMyth",95,Public,11/6/2025,"roman history, ancient rome, archaeology, dna analysis, historical myths, fact check, roman empire, ancient history, forensic archaeology, debunking history, roman brothels, infant burials, archaeological evidence, historical accuracy, science vs myth",26.564605149780707,463,2,2,0,93,-,0
QgrQ0XihzNU,DNA Proves Aztec Child Sacrifice Was Real,Spanish chroniclers documented Aztec child sacrifice for centuries. Skeptics called it propaganda. Now 2024 DNA evidence from Templo Mayor confirms it happened. This is what archaeology revealed about ancient rituals versus colonial accounts. Subscribe for evidence-based history that separates fact from myth.,64,Public,11/5/2025,"aztec, child sacrifice, aztec rituals, tenochtitlan, ancient history, archaeology, aztec religion, DNA evidence, templo mayor, aztec empire, ancient civilizations, mesoamerica, human sacrifice, history documentary, fact check",28.189814343545578,674,13,4,0,42,-,2
URwHq2tzTkM,How Haiti Ended Slavery Before Europe,"JD Vance claimed Christian empires abolished slavery first. The evidence shows otherwise. Haiti became the first nation in the Western Hemisphere to permanently end slavery in 1804 after enslaved people defeated French, Spanish, and British armies in the Haitian Revolution. This is the documented history behind the claim. Subscribe for evidence-based fact-checks on historical myths in modern politics.",82,Public,11/4/2025,"haitian revolution, haiti history, slavery abolition, toussaint louverture, black history, colonial history, french revolution, napoleon, fact check, JD Vance, history documentary, world history, rebellion, haiti, abolition of slavery",27.40327896066278,562,26,6,0,58,-,3
LO_fUeX9IEQ,JD Vance Claims Christians Found Child Sacrifice. Here's the Evidence.,"VP JD Vance claimed Christian settlers found widespread child sacrifice in the Americas. I fact-checked with archaeological surveys, primary sources, and historical records. Here's what the evidence actually shows.  WATCH PART 2 (Thursday 8pm EST): [Link] - Religious freedom, human rights, ""most moral civilization"" claims debunked  CHAPTERS: 0:00 - JD Vance's Ole Miss Claims 0:33 - Archaeological Evidence: English Settlers 1:03 - Spanish Conquistadors Exaggerated Numbers 1:43 - Why This Matters in 2025 2:22 - Haiti Abolished Slavery First (Not Britain) 3:08 - The Brothel Claim Debunked 4:28 - Conclusion   Subscribe for evidence-based fact-checking of historical claims in modern politics",376,Public,11/3/2025,"jd vance, ole miss, jd vance speech, colonial history, historical myths, debunking history, fact checking politics, indigenous history, haiti history, christopher columbus, 1491 book, history vs hype, geopolitics, territorial disputes, fact check, political speech analysis, american history myths, evidence based history, slavery abolition",43.15192269782356,1069,36,28,0,100,-,3
BcTmT_UN6hg,Guatemala vs Belize: The 1859 Treaty Dispute Explained,Guatemala claims half of Belize based on an 1859 treaty. Belize says Guatemala never fulfilled the treaty terms. The International Court of Justice will rule in 2027—here's what both sides argue.  The 1859 treaty required Britain to build a road from Guatemala City to the Caribbean. Britain never built it. Guatemala says this voids the border agreement. Belize says the road clause was separate from territorial recognition.  ICJ hearings begin 2026. This ruling will end 160+ years of dispute.  #Belize #Guatemala #BorderDispute #ICJ #InternationalLaw #TerritorialDispute #CentralAmerica #Geopolitics,39,Public,11/1/2025,"belize, guatemala, british honduras, maya, colonial borders, territorial disputes, 1859, border conflict, central america, indigenous communities, belize independence, treaty, geopolitics, disputed territory, historical borders",24.43397472849565,283,2,4,0,87,-,2
GuO_kg7_Rks,The Treaty Loophole That Shaped Central America,"Britain used a single date - January 1st, 1850 - to bypass the Clayton-Bulwer Treaty's ban on new territorial acquisitions in Central America. By claiming they were ""recognizing existing boundaries"" rather than acquiring new land, they avoided treaty violations while expanding control.",33,Public,10/31/2025,"belize, guatemala, british honduras, maya, colonial borders, territorial disputes, 1859, border conflict, central america, indigenous communities, belize independence, treaty, geopolitics, disputed territory, historical borders",27.972541639856225,641,3,0,0,42,-,0
vI8kbPlH4rk,Guatemala's Missing Coastline: The Belize Problem,Guatemala lost its Atlantic access when Britain carved out Belize. A proposed jungle road could've cut shipping times by 75% — but British colonial interests blocked it. Here's the primary evidence showing how trade routes became territorial claims.  The dispute continues today. Guatemala held a 2018 referendum on taking the case to international court.  #Guatemala #Belize #TerritorialDispute #ColonialHistory #Geopolitics,119,Public,10/30/2025,"belize, guatemala, british honduras, maya, colonial borders, territorial disputes, 1859, border conflict, central america, indigenous communities, belize independence, treaty, geopolitics, disputed territory, historical borders",25.55890875852964,367,2,1,0,59,-,0
t7gXy1Av0AM,Why Belize Disappears From Guatemala Maps,"Guatemala's official maps erase Belize entirely—here's the 165-year dispute behind it.  The 1859 Anglo-Guatemalan Treaty drew the border, but Guatemala claims Britain never fulfilled Article 7's infrastructure obligations, making the treaty void. Belize argues the treaty is binding regardless. Both countries interpret the same document completely differently.  Guatemala took the case to the ICJ in 2019. The ruling could redraw Central American borders.  Primary sources shown: 1859 treaty text, ICJ case filings, official government maps from both nations.  #Belize #Guatemala #TerritorialDispute #Geopolitics #History",41,Public,10/29/2025,"belize, guatemala, british honduras, maya, colonial borders, territorial disputes, 1859, border conflict, central america, indigenous communities, belize independence, treaty, geopolitics, disputed territory, historical borders",29.279664549665505,867,12,2,0,83,-,1
RHMARs2OemI,Belize vs Guatemala: The Border That Split a People,"Description Structure  The 1859 boundary line between Belize and Guatemala didn't just divide territory—it split Maya communities that had existed for centuries. Thousands were suddenly separated by a colonial border they never agreed to.  This treaty, negotiated between Britain and Guatemala, ignored indigenous populations entirely. Today, Maya families still navigate the consequences: restricted movement, divided cultural sites, and ongoing territorial disputes that keep the border contested.  #Belize #Guatemala #Maya #ColonialHistory #TerritorialDisputes",111,Public,10/28/2025,"belize, guatemala, british honduras, maya, colonial borders, territorial disputes, 1859, border conflict, central america, indigenous communities, belize independence, treaty, geopolitics, disputed territory, historical borders",24.6429573624023,297,0,1,0,71,-,0
Y21EjQ0v9W4,The Country That Might Disappear: Guatemala vs Belize,"Guatemala claims ALL of Belize. The ICJ decides in 2027 if this country should exist. I read the 1859 treaty both sides cite—Britain broke their promise.  On some maps, Belize exists. On Guatemalan maps, it disappears—labeled ""Territorio de Belice."" This 165-year territorial dispute goes to the International Court of Justice in 2027, and the ruling could reshape Central America.  I analyzed the original 1859 treaty, traced the colonial border controversy from Spanish claims to British expansion, and uncovered why 26,000 Maya people are caught between two nations fighting over land their ancestors inhabited for millennia.  This is one of the world's most overlooked territorial disputes. The 2027 ICJ ruling will set precedent for dozens of other colonial borders still contested today—from Kashmir to Western Sahara.  Subscribe to History vs Hype for weekly deep-dives into the geopolitical conflicts and historical myths shaping breaking news.  PRIMARY SOURCES USED: - 1859 Treaty Between Great Britain and Guatemala (Full Text) - 1786 Convention of London (Anglo-Spanish Treaty) - 1850 Clayton-Bulwer Treaty - ICJ Case Documentation: Guatemala v. Belize - Historical Boundary Survey Records (1860-1861) - Diplomatic Correspondence (1867, 1869, 1884)  MUSIC: ""Long Note Four"" by Kevin MacLeod (incompetech.com) Licensed under Creative Commons: By Attribution 4.0 License    #Geopolitics #TerritorialDispute #Belize #Guatemala #ICJ #BorderDispute #ColonialHistory #MayaPeople #CentralAmerica #InternationalLaw #Documentary #BorderConflict #HistoricalDispute #GeopoliticsExplained #ICJRuling ```    CHAPTERS  0:00 - The Disappearing Country 1:13 - How Spain & Britain Claimed This Land 2:20 - Britain's Unauthorized Expansion 2:51 - Guatemala's Desperate 1859 Treaty 4:02 - The January 1, 1850 Trick 4:56 - The Road Britain Never Built 6:34 - Why the Deal Collapsed 7:41 - Britain vs Guatemala: Two Legal Arguments 8:42 - The Oil Stakes & Modern Conflict 9:04 - 26,000 Maya Caught in the Middle",657,Public,10/27/2025,"Belize, Guatemala, Geopolitics, Territorial Dispute, ICJ, Colonial History, Central America, Border Conflict, International Law, Maya Communities, Historical Maps, British Empire, Latin America, International Court, Documentary, 1859 Treaty, Border Dispute, Guatemala vs Belize, Belize Guatemala Border, ICJ 2027, Territorial Claims, Colonial Borders, Indigenous Communities, Maya People, International Court of Justice, Geopolitical Analysis, Historical Documentary",30.169913145339603,1065,24,23,0,288,-,2
qSUDkG9ppiw,Did Viking Women Really Fight Like Warriors?,Explore the captivating stories of fierce **viking women** and their impact on **viking history**. Learn how **archaeology** is helping us understand **norse mythology** and the true role of women in **vikings** society. Get ready for some interesting **history facts** about the **female viking**.,35,Public,10/27/2025,"vikings, female viking warrior, birka, viking women warriors, ragnar lothbrok, shield maidens, viking women, norse mythology, warrior women, viking history, female vikings, viking age, ancient history, ivar the boneless",28.457487926105713,717,5,0,0,43,-,0
suap8k2qYfg,Did Vikings Really Have Warrior Queens Like Lagertha?,"Explore the world of viking warriors and shield maidens. Dive into the history behind the legends, including the tales of ragnar lothbrok. Discover the captivating realm of medieval literature.",52,Public,10/26/2025,"vikings, female viking warrior, birka, viking women warriors, ragnar lothbrok, shield maidens, viking women, norse mythology, warrior women, viking history, female vikings, viking age, ancient history, ivar the boneless",28.646465725376252,749,13,1,0,29,-,1
nf42riJ3lis,How ExxonMobil Turned Guyana Into an Oil Superpower Venezuela Wants,"Guyana's oil production exploded in 2024, tripling the economy and transforming this small South American nation into an emerging oil superpower. ExxonMobil's massive investments discovered over 11 billion barrels of oil offshore, but Venezuela's Nicolas Maduro isn't happy about it.",34,Public,10/25/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",20.573942985382715,116,0,0,0,40,-,0
7a14a4WLLPU,How Lagertha the Viking Warrior Tested Ragnar Lothbrok,"Lagertha the Viking shieldmaiden shocked everyone with the courage of a man. She fought bravely in battle alongside Ragnar Lothbrok, but her real test came after the fighting ended.  #lagertha #ragnarlothbrok #vikings #shieldmaiden #vikingwarriors #norsemythology #historyfacts",98,Public,10/25/2025,"vikings, female viking warrior, birka, viking women warriors, ragnar lothbrok, shield maidens, viking women, norse mythology, warrior women, viking history, female vikings, viking age, ancient history, ivar the boneless",27.309863425236067,550,2,1,0,36,-,0
kY1LsDd09rc,Did Vikings Have Female Commanders?,"A Viking grave in Birka, Sweden contained an arsenal of weapons fit for a commander—two shields, a sword, an axe, arrows, and a spear. Archaeologists assumed this was a high-ranking male warrior.  Then DNA testing revealed the shocking truth.  This discovery challenges everything we thought we knew about Viking society and women warriors. Was Lagertha real? Did shieldmaidens actually exist?  #Vikings #Archaeology #Shieldmaidens #Lagertha #VikingHistory #HistoricalMyths #DebunkingHistory #VikingWarriors #Birka #Sweden #ArchaeologyDiscovery #HistoryShorts",92,Public,10/24/2025,"vikings, female viking warrior, birka, viking women warriors, ragnar lothbrok, shield maidens, viking women, norse mythology, warrior women, viking history, female vikings, viking age, ancient history, ivar the boneless",27.911342244531305,632,23,7,0,72,-,2
jKOhdZhN_KQ,The 1899 Fraud Venezuela Still Teaches in Schools Today,"Venezuelan schools teach that the 1899 arbitration was a massive fraud, but is there evidence?  This Short examines the widely-taught narrative that American judges were coerced and Venezuela was cheated out of territory. We trace the story back to a memorandum written decades after the fact and question whether the ""fraud"" claims hold up under scrutiny.  The Essequibo dispute between Venezuela and Guyana continues today, fueled partly by this historical narrative. Get the facts behind the myth.  #Venezuela #Guyana #Essequibo #BorderDispute #HistoricalMyths #Geopolitics #LatinAmerica #NicolasMaduro #FactCheck #DebunkingHistory",64,Public,10/24/2025,"Venezuela, Guyana, border dispute, Maduro, oil discovery, Essequibo, territorial dispute, ExxonMobil, South America conflict, geopolitics, Venezuela Guyana border, Guyana oil reserves, Venezuela territorial claims, border conflict 2025, Essequibo dispute, Paris Arbitration 1899, Venezuela claims Guyana, territorial conflict, Latin America, oil and politics, Secretary of State Rubio, Venezuelan warship, disputed territory, international law, historical dispute",27.757996297350743,610,7,0,0,87,-,1
