Date,Content,Video title,Video publish time,Duration,Views
2025-08-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,12
2025-08-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-08-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-08-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-08-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-08-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,38
2025-08-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,47
2025-08-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,9
2025-08-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,11
2025-08-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-08-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,22
2025-08-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,29
2025-08-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,9
2025-08-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,11
2025-09-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,21
2025-09-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,3
2025-09-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-09-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,6
2025-09-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,9
2025-09-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,6
2025-09-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,17
2025-09-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,12
2025-09-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,3
2025-09-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-09-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-09-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-09-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-09-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,4
2025-09-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,7
2025-09-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,6
2025-09-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,3
2025-09-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-10-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,6
2025-10-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,4
2025-10-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-10-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,3
2025-10-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,5
2025-10-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,4
2025-10-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-10-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-10-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,4
2025-11-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-11-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-11-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,8
2025-11-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,5
2025-11-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,5
2025-11-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-11-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,4
2025-11-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-11-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-11-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2025-12-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-12-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-12-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2025-12-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2025-12-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2026-01-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2026-01-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2026-01-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,1
2026-01-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-01-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-02-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,2
2026-03-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-03-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
2026-04-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0
