Date,Content,Video title,Video publish time,Duration,Average view duration
2025-04-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-04-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-05-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-06-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-27,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-28,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-07-29,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,
2025-07-30,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:04:26
2025-07-31,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-08-01,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:11
2025-08-02,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:04:05
2025-08-03,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:02:30
2025-08-04,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:03:19
2025-08-05,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:01:00
2025-08-06,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:05:05
2025-08-07,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:01:29
2025-08-08,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:03:47
2025-08-09,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:01:25
2025-08-10,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:02:38
2025-08-11,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:04:41
2025-08-12,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:01:36
2025-08-13,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:03:53
2025-08-14,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:03:57
2025-08-15,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:55
2025-08-16,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:07:42
2025-08-17,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:02:50
2025-08-18,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:04:17
2025-08-19,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:00
2025-08-20,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:00:14
2025-08-21,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:05:51
2025-08-22,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:02:16
2025-08-23,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:05:33
2025-08-24,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:04:54
2025-08-25,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:03:26
2025-08-26,7fpBz6uo504,5 Big Myths About Israel and Palestine Busted!,"Jul 29, 2025",718,0:02:12
